x,y
475.44522969397883,350.912569631304
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
599.0647328942267,406.4663505910154
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
599.0647328942267,406.4663505910154
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.44522969397883,350.912569631304
478.32575288967297,348.5319515404051
468.98790970656154,356.24924347019123
599.0647328942267,406.4663505910154
519.4131015579034,370.671438252839
531.9219774930309,374.2491231088577
475.4475826375452,351.9817300017558
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
624.8764640534905,417.65217766486916
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
624.8764640534905,417.65217766486916
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
475.4475826375452,351.9817300017558
477.34028896385723,350.4466935818198
467.71416954633713,358.25373880755154
624.8764640534905,417.65217766486916
523.426779931613,373.0674487394058
532.0095599190379,375.34956785504926
478.17194796297036,349.03348321538954
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
324.487542909418,275.74032573183746
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
324.487542909418,275.74032573183746
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
478.17194796297036,349.03348321538954
478.3557084390578,348.8826745141548
472.24957343050454,353.89386250088
324.487542909418,275.74032573183746
518.9956890309782,368.50260815440095
520.8466791667018,369.081065717187
480.120063127191,346.7739683465174
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
663.3807343293543,439.2382512692716
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
663.3807343293543,439.2382512692716
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
471.9898883677429,353.51046619700776
663.3807343293543,439.2382512692716
529.1414557027188,371.50774173410224
530.4841513312242,371.93056239004386
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
471.9898883677429,353.51046619700776
663.3807343293543,439.2382512692716
529.1414557027188,371.50774173410224
530.4841513312242,371.93056239004386
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
471.9898883677429,353.51046619700776
663.3807343293543,439.2382512692716
529.1414557027188,371.50774173410224
530.4841513312242,371.93056239004386
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
471.9898883677429,353.51046619700776
663.3807343293543,439.2382512692716
529.1414557027188,371.50774173410224
530.4841513312242,371.93056239004386
480.120063127191,346.7739683465174
480.3830784332995,346.55603920026044
471.9898883677429,353.51046619700776
663.3807343293543,439.2382512692716
529.1414557027188,371.50774173410224
530.4841513312242,371.93056239004386
480.1789303292252,348.76494426826605
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
499.1792380941864,358.0480304810288
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
499.1792380941864,358.0480304810288
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
476.9711220138201,351.3498460280457
499.1792380941864,358.0480304810288
505.64928339145604,361.20913655562595
505.7991572755832,361.2606618311361
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
476.9711220138201,351.3498460280457
499.1792380941864,358.0480304810288
505.64928339145604,361.20913655562595
505.7991572755832,361.2606618311361
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
476.9711220138201,351.3498460280457
451.9455274369499,371.51585880088635
499.1792380941864,358.0480304810288
505.64928339145604,361.20913655562595
484.2260963093619,350.7422906973725
505.7991572755832,361.2606618311361
484.18267528503134,350.7702335012809
481.08451974570676,352.7639946814453
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
476.9711220138201,351.3498460280457
451.9455274369499,371.51585880088635
499.1792380941864,358.0480304810288
505.64928339145604,361.20913655562595
484.2260963093619,350.7422906973725
505.7991572755832,361.2606618311361
484.18267528503134,350.7702335012809
481.08451974570676,352.7639946814453
480.1789303292252,348.76494426826605
480.13069200493493,348.80381545914986
476.9711220138201,351.3498460280457
451.9455274369499,371.51585880088635
499.1792380941864,358.0480304810288
505.64928339145604,361.20913655562595
484.2260963093619,350.7422906973725
505.7991572755832,361.2606618311361
484.18267528503134,350.7702335012809
481.08451974570676,352.7639946814453
624.6431153178692,420.06138703384516
624.6431153178692,420.06138703384516
624.6431153178692,420.06138703384516
518.7014938215027,362.5958602531097
510.113723419613,359.36610138221295
624.6431153178692,420.06138703384516
518.7014938215027,362.5958602531097
510.113723419613,359.36610138221295
624.6431153178692,420.06138703384516
518.7014938215027,362.5958602531097
484.9103052795026,344.26662927961735
510.113723419613,359.36610138221295
483.5447122659432,345.28575314386745
479.9023841876606,348.00397404068553
624.6431153178692,420.06138703384516
518.7014938215027,362.5958602531097
484.9103052795026,344.26662927961735
510.113723419613,359.36610138221295
483.5447122659432,345.28575314386745
479.9023841876606,348.00397404068553
624.6431153178692,420.06138703384516
518.7014938215027,362.5958602531097
484.9103052795026,344.26662927961735
510.113723419613,359.36610138221295
483.5447122659432,345.28575314386745
479.9023841876606,348.00397404068553
609.2169943764274,411.9057727461884
609.2169943764274,411.9057727461884
609.2169943764274,411.9057727461884
507.04374777915416,358.3301445561446
517.0118253772167,362.0689649874027
609.2169943764274,411.9057727461884
507.04374777915416,358.3301445561446
517.0118253772167,362.0689649874027
609.2169943764274,411.9057727461884
507.04374777915416,358.3301445561446
481.91849452955194,345.1554508754476
517.0118253772167,362.0689649874027
483.4870499140357,343.948855149208
478.6408005866418,347.6767845449875
609.2169943764274,411.9057727461884
507.04374777915416,358.3301445561446
481.91849452955194,345.1554508754476
517.0118253772167,362.0689649874027
483.4870499140357,343.948855149208
478.6408005866418,347.6767845449875
609.2169943764274,411.9057727461884
507.04374777915416,358.3301445561446
481.91849452955194,345.1554508754476
517.0118253772167,362.0689649874027
483.4870499140357,343.948855149208
478.6408005866418,347.6767845449875
335.5559816980902,263.1002768890657
335.5559816980902,263.1002768890657
335.5559816980902,263.1002768890657
505.8725326756585,355.45606597441554
504.2633346301559,354.8223517985272
335.5559816980902,263.1002768890657
505.8725326756585,355.45606597441554
504.2633346301559,354.8223517985272
335.5559816980902,263.1002768890657
505.8725326756585,355.45606597441554
476.17904389294927,339.35448587850766
504.2633346301559,354.8223517985272
476.04600736105607,339.48127886637496
472.90623945834886,342.4736941671119
335.5559816980902,263.1002768890657
505.8725326756585,355.45606597441554
476.17904389294927,339.35448587850766
504.2633346301559,354.8223517985272
476.04600736105607,339.48127886637496
472.90623945834886,342.4736941671119
335.5559816980902,263.1002768890657
505.8725326756585,355.45606597441554
476.17904389294927,339.35448587850766
504.2633346301559,354.8223517985272
476.04600736105607,339.48127886637496
472.90623945834886,342.4736941671119
499.67882274382896,353.70487626325075
499.67882274382896,353.70487626325075
499.67882274382896,353.70487626325075
478.6219322261634,342.48413140963635
476.20727147313505,344.5697304980677
499.67882274382896,353.70487626325075
478.6219322261634,342.48413140963635
476.20727147313505,344.5697304980677
499.67882274382896,353.70487626325075
478.6219322261634,342.48413140963635
476.20727147313505,344.5697304980677
472.6871990562861,347.67554765509175
472.6871990562861,347.67554765509175
472.6871990562861,347.67554765509175
472.6736235822928,345.70922846291745
472.6736235822928,345.70922846291745
473.1234243867429,345.877997932241
484.6112528742522,335.03538322512514
472.6736235822928,345.70922846291745
473.1234243867429,345.877997932241
484.6112528742522,335.03538322512514
-1073.925228082305,1749.7149406612646
-1073.925228082305,1749.7149406612646
492.0257393021178,326.2189276647006
492.0257393021178,326.2189276647006
494.28056444869327,328.41742779833453
494.28056444869327,328.41742779833453
379.87277236218296,428.608132162091
379.87277236218296,428.608132162091
397.6040615002732,416.4670376821232
437.40776966404223,382.3635442825215
478.30724963685407,343.25290942006507
487.2969216781246,339.81631494530586
400.8250360870371,408.65391899077395
400.8250360870371,408.65391899077395
483.01739173015704,348.02665727344095
482.13441370537674,345.4670261377346
477.66811958396266,351.02876126121737
483.7220858826773,341.47599330642487
470.8385877007095,353.09161313228685
477.58101678064685,347.2543476363429
472.00492279956705,349.3855688548706
472.00492279956705,349.3855688548706
471.9765378235558,349.407031124419
483.8750008690373,354.0311798209175
474.72879765110747,342.11340159598785
474.72879765110747,342.11340159598785
470.6940297957221,345.48701675912747
591.5179518218677,396.0641443836753
473.2230749957941,343.13255357495984
473.2230749957941,343.13255357495984
472.8609415714539,342.9699999218624
463.8961315411756,350.90704127208573
470.59534529533977,344.6121701226573
470.59534529533977,344.6121701226573
582.1822713546917,249.39164419199346
471.77229050137,345.1145967866511
473.3801143672935,342.07103541518416
473.3801143672935,342.07103541518416
472.4768669579644,342.8437312127716
473.35231290475144,342.05838785797835
471.11852988712474,344.6386338031171
471.11852988712474,344.6386338031171
3549.738858766167,-2264.8455148259613
472.82840975836973,345.37405843339576
471.16079841382367,345.8975859532195
471.16079841382367,345.8975859532195
3244.789070629348,-1963.775332606317
472.5850117858644,346.4988412826104
471.90567104498956,343.8684414095673
471.90567104498956,343.8684414095673
456.7492421357896,356.7143156862353
471.3752499195945,343.6371493706586
473.013814043722,345.33413463151663
