x,y
433.48334830212644,318.8437803411204
454.7449085472826,332.74270122330597
454.7449085472826,332.74270122330597
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
401.34658012219836,315.986913836036
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
514.3536659047147,381.70014736675796
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
562.4319006658649,410.53950279201024
433.5470472027398,316.7667861673481
433.5470472027398,316.7667861673481
458.59623224973586,336.0048269718022
458.59623224973586,336.0048269718022
458.59623224973586,336.0048269718022
458.59623224973586,336.0048269718022
458.59623224973586,336.0048269718022
